imsi | msisdn  | imei  | operatorName  | mccMnc  |   type  |  date  |  time  |   duration  |  download   |   upload   |   partyMsisbn  |  partyMccMnc
683795091253358|649271378500048|128697296534871|orange man|048052|moc|05/27/8691|01/44/18|091|288|272|970743690576412|048052
976896126963399|261004826315027|546426030856187|cellcom bee|048051|gprs|11/06/3631|01/22/26|644|008|480|856156662318841|048054
136912324383383|352518192610653|686400634092521|cellcom inc|048054|moc|10/13/3936|11/52/51|937|093|019|248791879301880|048051
345738639031998|156149119710722|558021097112403|orange man|048052|gprs|14/01/7310|10/56/45|880|662|074|529052511685780|048052
885393579979315|036209712497109|380031408597448|sergio Telecom|999998|moc|06/18/9696|02/49/54|139|959|465|153714988076154|999998
869472599435201|554278478665711|397255604579299|cellcom bee|048051|moc|14/19/8682|12/29/38|251|445|993|095286743649692|048051
938765000711017|224622366235820|333411113115538|partner house|048053|mtc|06/20/2328|00/05/00|986|232|353|703232895848040|048054
657867690845436|131575380129381|449335016101844|orange man|048052|sms-mo|07/28/2757|12/40/31|808|591|054|514571441280957|048052
576987738033467|183974325727685|654442337242709|cellcom bee|048051|gprs|04/00/3846|02/55/33|569|014|557|147978517546228|048054
955202215880785|953021531399539|925645888386685|cellcom bee|048051|sms-mt|19/26/9284|11/38/24|115|382|940|681266356060039|048053
275788237443747|338514092254283|710280125090364|orange man|048052|gprs|01/29/6158|00/37/25|603|727|750|000385694777469|048051
971433927712725|035532339006586|173448730521923|cellcom bee|048051|moc|00/22/9243|13/17/40|802|556|136|394219950152781|048054
387489844477020|546857937281182|613571457025749|cellcom bee|048051|sms-mo|10/17/0179|02/14/44|221|558|593|543395490413107|048054
335778055906425|970487198501621|356144159669503|cellcom bee|048051|moc|01/22/6827|12/09/32|165|858|399|889584715175365|048051
241467262093213|094599416501998|413561587909520|orange man|048052|mtc|01/05/1965|00/13/52|246|574|101|028569611342927|999998
306740399931041|389050683148065|117081242237362|orange man|048052|sms-mo|01/06/9788|10/32/20|073|243|076|029581275083862|048052
864871397916788|707480675650745|921628977961539|partner house|048053|mtc|10/02/7145|00/05/21|172|598|790|930491012203963|999998
083303574673644|594185129642505|626178435012678|sergio Telecom|999998|moc|04/25/7829|02/17/24|940|403|100|072660928609811|048053
807203443955922|294087907506610|610550816312006|cellcom bee|048051|sms-mo|14/09/5564|02/08/28|026|334|934|014042301557125|048051
450472215609321|367329922689726|782749962554687|sergio Telecom|999998|sms-mt|11/28/6977|11/11/33|590|339|758|592391406285188|048053
326875011986043|755346764071150|602219012133757|cellcom bee|048051|mtc|00/08/5763|01/13/28|865|089|109|207955270059805|999998
586382013225199|697544946197093|163992225747279|cellcom bee|048051|sms-mo|13/02/1580|12/40/44|177|709|841|069448798205036|999998
761378260155456|445085096221458|146276092119855|cellcom bee|048051|moc|00/02/2172|03/22/59|770|135|017|035882303736457|048052
297194329833851|886781296943590|511442087282567|cellcom bee|048051|sms-mo|05/26/4576|02/50/52|218|344|095|708477246803680|048052
523746702201927|627096254058830|202707399619921|partner house|048053|sms-mt|18/28/0572|03/50/15|510|647|833|113036921848593|048053
650103189162666|771909141111804|661872212141607|sergio Telecom|999998|moc|09/26/8651|12/44/00|469|207|129|187706192901536|048052
607866706518666|964872085108644|406182784335311|sergio Telecom|999998|gprs|01/06/9781|13/18/11|475|637|676|079592522311439|048052
875914570439003|272884309940399|478169638694504|cellcom bee|048051|mtc|02/12/2498|00/30/02|186|888|706|424920066210198|048054
610820618680401|825068054466856|137130313483445|cellcom inc|048054|moc|13/13/3615|13/51/31|813|396|610|689246876325678|048052
920001540223229|028277263598369|873803059274618|sergio Telecom|999998|sms-mo|11/06/6038|00/25/19|468|198|348|182720453013302|048052
679717758682490|702623176392714|191065742502962|sergio Telecom|999998|sms-mt|01/04/2675|12/56/08|749|671|340|519673859305252|048052
698464532886895|506299058555829|898955310790409|sergio Telecom|999998|mtc|11/07/7080|12/32/53|524|633|188|660261312014812|048051
641215678118958|730993237242274|850174751784600|cellcom inc|048054|gprs|02/29/7549|00/44/48|107|600|647|722324110287707|048054
633443125402140|084321733920649|502048580321557|partner house|048053|moc|16/01/1928|03/08/58|266|286|964|712269948067563|999998
620746395903572|204685533892376|560534465175454|cellcom bee|048051|sms-mo|17/25/6313|00/59/56|692|499|733|656103297752090|048052
210989148221894|441766965938940|874862796510912|partner house|048053|mtc|16/26/5525|10/46/25|104|042|682|707821200855308|048053
641471876254441|451272672749077|334473573328865|partner house|048053|mtc|12/12/5951|01/42/18|983|347|285|841826058207935|048052
282270825575296|159978146644509|849087169848369|orange man|048052|moc|19/02/1402|01/05/56|544|947|738|803362669893111|999998
285839445148103|928480069954098|216712656472284|orange man|048052|sms-mo|10/15/4787|11/01/40|242|309|627|103698514373149|048052
228244695559560|896486212506855|097141502287235|orange man|048052|sms-mo|01/12/8480|13/18/35|547|410|848|095422157353473|048052
414160901917923|010652721387770|421037049362056|cellcom inc|048054|sms-mo|10/07/4491|13/49/25|601|811|403|844020790436475|048052
367139210652163|027240042498086|942857779936174|orange man|048052|moc|19/26/1361|12/29/30|772|110|890|918383072615545|048051
266353797778958|996491493201748|394141512482287|partner house|048053|sms-mt|09/10/5821|13/19/43|348|209|646|088488696946173|048052
027583326590188|487887775632907|732400844695624|cellcom bee|048051|mtc|06/13/7324|02/26/21|890|315|435|113939506999133|048054
713023056712410|725687203394447|811133638330573|cellcom inc|048054|mtc|15/24/3615|02/05/45|905|236|563|836312080616892|048052
979681104850356|195407607213207|926884904389514|sergio Telecom|999998|sms-mt|12/08/8776|10/21/33|384|544|483|843570815995672|048053
756295841202546|500072189094869|364085772092279|orange man|048052|sms-mo|14/11/7938|12/09/18|504|164|223|328699761832339|048052
386368795319845|275087748770021|752610489143247|cellcom inc|048054|sms-mo|16/05/8347|12/27/04|972|710|816|846093278961330|048054
893492886869562|518702972835195|097336826422378|partner house|048053|sms-mt|02/06/0109|12/24/51|552|427|807|340948760383404|048052
096343715797433|893733405909503|424061532003776|cellcom bee|048051|sms-mt|05/27/4100|10/13/15|649|891|626|829715984825028|999998
249924005177993|732679753589529|665557950689370|partner house|048053|sms-mo|06/20/2291|03/08/42|058|735|425|103703589631741|048053
398526519071796|129045544377341|572444017135416|cellcom inc|048054|sms-mo|04/22/4471|13/38/28|235|161|523|427133174538247|048053
180905743898480|027152546075534|252465239540380|cellcom inc|048054|mtc|18/02/2977|11/52/44|677|313|985|390870475896562|048053
661040972570020|510482879896458|736841158505537|sergio Telecom|999998|gprs|18/29/2822|03/17/17|414|884|297|205834715765103|048053
108079657396086|381335050736031|774571466295095|cellcom bee|048051|gprs|02/17/5756|01/19/16|393|038|942|647744388348024|048053
745394899683165|904668259519733|609168749630166|cellcom inc|048054|gprs|05/12/2716|02/55/58|844|068|665|468544294633797|048052
220227735711449|827663088631451|573808591084329|orange man|048052|moc|13/00/9049|02/13/11|887|827|022|499938262574164|048051
492501485107512|123172346030106|665135283915698|orange man|048052|sms-mo|00/05/1077|03/59/39|137|798|142|145934948578444|048051
449553252368598|736672830509175|319587804230011|cellcom bee|048051|moc|18/27/6114|03/55/03|488|593|383|514625920681758|048053
633171040591943|478213135947897|170499715964050|sergio Telecom|999998|moc|00/14/4196|13/51/28|219|933|842|165417037481368|999998
394317220734925|302940999390858|919542375568262|partner house|048053|sms-mo|11/02/0121|01/40/04|725|843|566|301586591714924|048054
868541247593337|740426949653700|206072309078612|cellcom inc|048054|sms-mo|12/05/4046|01/24/32|496|678|622|459083701374730|048052
761120790652055|604910613989810|116229520707922|cellcom inc|048054|sms-mt|08/22/7524|10/15/34|977|069|476|386400014380549|999998
261850578445324|612132149651290|736014161937760|orange man|048052|moc|12/06/5409|13/36/09|727|119|452|266126269045136|048054
843827758695126|304622011158285|481965752742356|sergio Telecom|999998|sms-mo|10/15/6176|00/11/21|956|077|824|209757876330014|048051
980296095889246|645395383613820|038387989687531|cellcom bee|048051|gprs|09/09/5668|02/37/37|150|755|554|241774161139743|999998
325232228775339|772546629988923|875590843830375|sergio Telecom|999998|moc|06/06/1040|13/13/10|769|416|534|239726181923528|048052
333601764328814|265282595518257|302863039473257|orange man|048052|moc|19/04/1487|11/26/46|131|150|882|685152076602575|048051
314247353533775|471553721323820|173597553008387|orange man|048052|sms-mo|14/12/9076|03/38/42|273|000|185|573171216408184|048054
927174696704279|063134362780066|370217876447196|sergio Telecom|999998|gprs|09/23/0995|11/23/34|197|829|997|457545559178223|048054
669171873094902|351806675953178|746955053554974|cellcom bee|048051|mtc|00/15/1129|13/04/51|331|720|472|776640272883274|048053
706042334581704|490363535530707|197711177527709|orange man|048052|mtc|16/25/9407|11/02/02|455|544|766|182001579186355|048051
009446100598353|755968550836113|235390902271018|partner house|048053|sms-mo|08/11/7104|02/42/44|338|692|713|546674259553791|048054
437083864235628|194960341916608|663562870294956|orange man|048052|sms-mt|19/03/0254|03/59/11|159|815|455|039908913427287|048051
360688889544089|211419334974351|600788568612040|cellcom inc|048054|sms-mt|16/14/0555|02/17/20|479|678|473|148388452179639|048051
084022901749276|544825599698427|327741961357205|sergio Telecom|999998|moc|05/25/4521|13/14/33|806|274|685|806223374830267|999998
536916555113984|980226792754911|476289854398886|partner house|048053|mtc|09/24/1800|11/16/36|832|794|714|715711917447657|048051
253936327898226|251975904542391|726032866566690|sergio Telecom|999998|sms-mo|03/15/2423|01/01/14|021|203|721|827439066613869|048052
708310453757018|835576533368437|100033290585386|cellcom bee|048051|moc|16/09/1979|02/41/26|488|688|930|809387467508591|048054
146886846659874|873151830359042|686486260045142|partner house|048053|sms-mo|13/09/4822|10/27/38|376|152|116|610784315453807|048054
840899535948624|454239764120147|521522595290274|partner house|048053|moc|01/21/5522|10/35/46|954|389|616|088352194249672|048052
403199559630509|597860256427399|839161238221473|sergio Telecom|999998|gprs|12/23/3155|01/10/44|192|714|528|013588023356806|048053
297609190752544|879377592958975|914806718783159|cellcom inc|048054|sms-mt|13/08/8564|00/31/34|965|026|005|511672620415270|048054
